,Company,Y-Column,Model,Method,RMSE,MAE,MSE,r2_score
132,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,95.27357842350601,38.208744065227,9077.054745619951,0.984591954327916
136,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,78.46026656898519,36.08827508349561,6156.013430076216,0.9883357173189772
138,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,87.56749807646736,40.80722954572095,7668.066719372114,0.985470711062014
139,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,88.09890820695514,42.590885260099085,7761.417627257509,0.9852938317568478
137,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,88.70116306076079,41.2071576654788,7867.896328331675,0.9850920781897147
123,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,282.8563477885938,103.39955835848276,80007.71348430192,0.9221349529750456
122,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,285.4688631352232,103.58441239169693,81492.47181971681,0.9206899575793146
120,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,296.7420070773869,102.36760777781873,88055.81876431595,0.9143023819790873
121,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,318.4587888577304,104.60732995712894,101416.0002007325,0.9012999962027133
127,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,237.42822211900815,91.89824705995498,56372.16065859307,0.9357183260139046
126,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,238.5783569298487,91.99796406843514,56919.63239534628,0.9350940391445098
124,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,283.3057783271634,97.2911666490994,80262.16403355986,0.908476343614526
125,500020-BOMBAY DYEING & MFG.CO.LTD.,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,321.87858949152763,100.29271105982409,103605.82637305536,0.8818573587358578
151,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,253.5195071691313,160.01740379892567,64272.140515279214,0.9797066728912431
150,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,253.78024303860917,160.2583973759136,64404.411756735535,0.9796649094841365
148,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,398.7216672024555,153.87300986951973,158978.96789670567,0.9498038781177134
149,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,406.887406386809,155.57721977655467,165557.36147618425,0.9477268118851555
152,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,240.06507290818075,160.2407733917663,57631.23923041014,0.985184027222451
153,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,266.1100317260993,165.34369613698613,70814.54898526557,0.9817948313444129
155,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,286.15202374640177,169.80851475401377,81882.98069416128,0.9789493332243131
154,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,286.6632400594085,169.77582361689838,82175.81320135806,0.9788740511635254
157,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,297.94032130951047,138.3501312151252,88768.43506201434,0.9780727281738332
159,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,336.30411726081763,140.27716245123867,113100.45928657777,0.9720623157014251
158,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,339.9204215751815,140.58254188648908,115545.8930038491,0.9714582531220406
156,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,367.1996415964,142.66176322247006,134835.57678852463,0.9666933821463172
142,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,311.3173400630936,181.214873087717,96918.48622395986,0.9588088866982658
141,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,316.98290127145685,175.68091969029263,100478.15969847016,0.9572959976807165
140,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,317.816104423812,178.96211463551464,101007.07623112737,0.9570712040250098
143,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,340.944702856103,184.83930193898368,116243.29040563635,0.9505956940495296
147,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,367.5597334239092,221.60184271176524,135100.15763465522,0.9505959905418079
146,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,367.61566589369767,221.56682455315877,135141.27781046677,0.9505809535382227
145,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,384.7423540965549,221.28002620729967,148026.67903575883,0.9458689643358975
144,500020-BOMBAY DYEING & MFG.CO.LTD.,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,384.7423556407291,221.28002615041046,148026.68022397728,0.9458689639013846
448,500023-Asian Hotels (North) Limited,LowerBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,16.201308945758882,12.652315784100479,262.48241155592683,0.9857113784249965
451,500023-Asian Hotels (North) Limited,LowerBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,16.32235371373478,12.866209054335894,266.4192307562716,0.9854970717999182
450,500023-Asian Hotels (North) Limited,LowerBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,16.387808607726665,12.99670266359011,268.5602709634802,0.9853805210828004
449,500023-Asian Hotels (North) Limited,LowerBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,17.145810183153632,13.174324036159243,293.9788068367348,0.9839968251698793
452,500023-Asian Hotels (North) Limited,LowerBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,13.694657276046287,10.058061502125899,187.54363790836751,0.9895466601647483
455,500023-Asian Hotels (North) Limited,LowerBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,13.77013833817409,10.150145061254179,189.6167098524519,0.989431110920977
454,500023-Asian Hotels (North) Limited,LowerBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,13.862518149928816,10.174753858861827,192.16940945710581,0.9892888281074284
453,500023-Asian Hotels (North) Limited,LowerBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,14.588303633739,10.813857326331538,212.81860291016253,0.9881378797793697
456,500023-Asian Hotels (North) Limited,LowerBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,13.598889515962806,9.880479940981202,184.92979606736313,0.9897726384393135
459,500023-Asian Hotels (North) Limited,LowerBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,13.666913195426181,9.959175085952204,186.78451629131425,0.9896700649507375
458,500023-Asian Hotels (North) Limited,LowerBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,13.761515512029831,9.991221651435438,189.37930918783766,0.9895265624665939
457,500023-Asian Hotels (North) Limited,LowerBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,14.70046586818166,10.790963832282612,216.10369674157394,0.9880485963420846
440,500023-Asian Hotels (North) Limited,LowerBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,22.7817833620986,16.946966593699994,519.0096531575927,0.9751172945067825
441,500023-Asian Hotels (North) Limited,LowerBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,22.78592752348183,16.95050368846382,519.1984931053669,0.9751082410165878
442,500023-Asian Hotels (North) Limited,LowerBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,23.402530938032577,16.78058427644836,547.6784543055719,0.9737428358016913
443,500023-Asian Hotels (North) Limited,LowerBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,23.410722169816186,16.784191807941315,548.061912512323,0.9737244517936686
444,500023-Asian Hotels (North) Limited,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,18.281228112671005,13.812418681147676,334.20330130751273,0.983111546433542
447,500023-Asian Hotels (North) Limited,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,18.496280166667773,14.035464185298679,342.1123800038676,0.9827118732172863
446,500023-Asian Hotels (North) Limited,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,18.57828095952311,14.139861622067237,345.15252341097886,0.9825582442119308
445,500023-Asian Hotels (North) Limited,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,20.45522381627389,15.376066233938417,418.4161813738586,0.9788559771165006
468,500023-Asian Hotels (North) Limited,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,691.9072542153842,472.8334014093106,478735.6484358723,0.9802680270868104
469,500023-Asian Hotels (North) Limited,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,693.101827837552,478.90713666704545,480390.1437517556,0.9801998340101831
471,500023-Asian Hotels (North) Limited,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,694.3433391773913,475.5465517464741,482112.6726600099,0.9801288368035391
470,500023-Asian Hotels (North) Limited,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,706.5165695622486,487.1408770635453,499165.6630660076,0.9794259663449062
472,500023-Asian Hotels (North) Limited,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,384.9097595709147,287.1158558501121,148155.52301293935,0.9932507476207354
474,500023-Asian Hotels (North) Limited,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,400.504631645626,296.7483507224056,160403.95996959857,0.9926927677993231
475,500023-Asian Hotels (North) Limited,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,400.62447808680747,296.88664177226997,160499.9724423269,0.9926883939332881
473,500023-Asian Hotels (North) Limited,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,515.6614182092142,378.63684875041514,265906.6982295381,0.9878865709546896
476,500023-Asian Hotels (North) Limited,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,390.19867197983143,291.07160987724967,152255.0036148241,0.993040822720028
478,500023-Asian Hotels (North) Limited,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,404.6052009120387,299.5302051203962,163705.36860507118,0.9925174565383221
479,500023-Asian Hotels (North) Limited,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,404.709961587311,299.68783892988966,163790.15300800276,0.9925135812654143
477,500023-Asian Hotels (North) Limited,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,514.660186819605,378.5564008812871,264875.1078971907,0.9878932528380383
461,500023-Asian Hotels (North) Limited,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,2517.6910273948474,1640.4318473539658,6338768.109424522,0.7972207951174286
460,500023-Asian Hotels (North) Limited,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,2519.5070095950723,1644.122374899961,6347915.571398704,0.7969281649038291
463,500023-Asian Hotels (North) Limited,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2530.297705176007,1641.940243545006,6402406.476818969,0.7951849835342467
462,500023-Asian Hotels (North) Limited,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,2531.4783863217567,1644.7247154029903,6408382.820414205,0.7949937984046715
467,500023-Asian Hotels (North) Limited,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,958.7495538399896,702.8104511655966,919200.7069883792,0.9650545804685327
464,500023-Asian Hotels (North) Limited,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,959.3480687160535,695.829201465638,920348.7169492217,0.9650109363662132
465,500023-Asian Hotels (North) Limited,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,960.5697612959873,693.8090155641767,922694.26631623,0.964921765191693
466,500023-Asian Hotels (North) Limited,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,965.483279470705,707.4954004329861,932157.9629375074,0.9645619821255632
369,500027-ATUL LTD.,LowerBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,114.77366948242083,83.21217905301202,13172.995206459978,0.9884811794484266
368,500027-ATUL LTD.,LowerBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,114.98170495312553,83.25014775388033,13220.792473927611,0.9884393842349474
371,500027-ATUL LTD.,LowerBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,116.67492581912786,87.03663637514566,13613.03831489899,0.9880963939443235
370,500027-ATUL LTD.,LowerBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,116.95380667095556,87.24800318363438,13678.192894827249,0.988039421030985
373,500027-ATUL LTD.,LowerBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,77.86954136023935,58.067027020536706,6063.665471654028,0.9916791680867602
375,500027-ATUL LTD.,LowerBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,77.91786428131408,59.678274097054754,6071.193574161281,0.991668837689102
374,500027-ATUL LTD.,LowerBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,77.93850441884346,59.68382588155883,6074.410471046083,0.991664423319875
372,500027-ATUL LTD.,LowerBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,78.00474109353499,58.166499344799035,6084.739633069426,0.9916502491835538
377,500027-ATUL LTD.,LowerBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,71.35430198583724,49.0061829132162,5091.436411886056,0.9880229694301763
376,500027-ATUL LTD.,LowerBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,71.6230395711623,49.130713462553786,5129.85979741228,0.9879325827444133
378,500027-ATUL LTD.,LowerBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,72.49032430744639,52.02588119745197,5254.847118198752,0.987638564153038
379,500027-ATUL LTD.,LowerBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,72.5764847979928,52.22625024129509,5267.346145633281,0.9876091615991089
360,500027-ATUL LTD.,LowerBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,86.63385131677516,63.23896926425112,7505.4241939771055,0.9952483976159352
361,500027-ATUL LTD.,LowerBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,86.65321944620149,63.216377157630305,7508.780440391552,0.9952462728128525
363,500027-ATUL LTD.,LowerBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,88.05172392222057,65.80178644851422,7753.106085674952,0.9950915929055465
362,500027-ATUL LTD.,LowerBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,88.24088206357408,66.03996805642356,7786.45326735759,0.9950704811677034
364,500027-ATUL LTD.,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,88.91524924929732,65.36975714628791,7905.9215490646675,0.9942009078709823
365,500027-ATUL LTD.,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,88.92082792664706,65.3038247997232,7906.913639160376,0.9942001801605149
366,500027-ATUL LTD.,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,90.43850207551822,68.55689309715244,8179.122657663514,0.9940005114480375
367,500027-ATUL LTD.,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,90.47220173641824,68.54070454242492,8185.219287035161,0.9939960394943022
389,500027-ATUL LTD.,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,3.8950757963071916,1.977232222138467,15.171615458978101,0.9999938199491508
388,500027-ATUL LTD.,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,3.9078312170583644,1.9907622480587113,15.271144821015858,0.9999937794065653
391,500027-ATUL LTD.,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,9.12016223817355,6.8401032231040055,83.17735925060678,0.9999661182877291
390,500027-ATUL LTD.,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,10.060458707532842,7.693252818110065,101.21282940597338,0.999958771665812
393,500027-ATUL LTD.,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,1.25227480995841,0.868923078271179,1.568192199656372,0.999999359025957
392,500027-ATUL LTD.,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,1.2541627152893475,0.8756798889879558,1.5729241164219492,0.99999935709186
395,500027-ATUL LTD.,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,5.903173647479914,4.53480934645166,34.847459112301316,0.9999857566459273
394,500027-ATUL LTD.,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,6.769952831839708,5.21701787913729,45.83226134533448,0.9999812667797616
396,500027-ATUL LTD.,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,6.272134738682609e-09,2.2551763597031563e-09,3.933967418018916e-17,1.0
397,500027-ATUL LTD.,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,4.674640932618361e-06,2.9788735578237536e-06,2.1852267848911062e-11,1.0
399,500027-ATUL LTD.,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,5.582196089768903,4.343375897356408,31.160913184631234,0.9999872561054969
398,500027-ATUL LTD.,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,6.550098633960367,5.053574070640753,42.903792114609466,0.9999824536143324
381,500027-ATUL LTD.,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,39.586238138883715,26.52690820291933,1567.0702499884114,0.9993538174271831
380,500027-ATUL LTD.,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,40.166468422731114,27.129548916723166,1613.3451855542557,0.999334735923389
383,500027-ATUL LTD.,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,41.59892857569372,27.182270202911514,1730.4708586456675,0.9992864390657454
382,500027-ATUL LTD.,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,41.783990178348155,27.495212272198785,1745.9018352242952,0.9992800760911776
385,500027-ATUL LTD.,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,14.128713852657247,9.21237473981043,199.6205551302688,0.9999190537989537
384,500027-ATUL LTD.,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,14.16526021917918,9.251749396205367,200.65459707706017,0.9999186344946027
387,500027-ATUL LTD.,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,16.62543198016264,11.498363813659536,276.40498852701467,0.9998879176858471
386,500027-ATUL LTD.,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,16.97742661314946,12.12706253181315,288.23301440487563,0.9998831214174464
329,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,0.7234292942615066,0.3057448320347599,0.5233499437957015,0.8734211355439594
328,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,0.8997524837178976,0.3180595177980125,0.8095545319565256,0.8041989025027958
331,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1.4667134864069706,0.38166606324048424,2.1512484512080907,0.4796931014422079
330,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,1.6183902264189285,0.43702209907003053,2.619186924968311,0.36651620834028886
333,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,0.8701249160696818,0.25124723320308956,0.7571173695652708,0.7652631059740124
335,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1.4182361472228329,0.3088926223317293,2.0113937692894646,0.37638687864559783
334,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,1.586756141294963,0.35856334731749157,2.5177950519372803,0.21938207463776072
332,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,4.524834130296234,0.4732572255953583,20.47412390669367,-5.347803454199008
336,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,0.49335126856125,0.26320670061726475,0.2433954741909946,0.9123465221138012
339,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1.608799216496206,0.42060440448657965,2.588234918998806,0.06790463959603321
338,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,1.6483896525677049,0.46711695747862614,2.717188446692279,0.021464888710782892
337,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,18.031784871409872,2.1643488203533443,325.145265648806,-116.09385084944338
321,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,1.4500755385779522,0.44327661435411214,2.1027190675821386,0.6475736875517508
323,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1.4595964395150771,0.42140328286481055,2.13042176624509,0.6429305756471846
322,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,1.6016354832336106,0.45590263812116216,2.5652362211529613,0.570053481742965
320,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,2.0935198104456196,0.42372072872246064,4.3828251967282625,0.2654164096374819
324,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,0.8864589641108093,0.3895806650675114,0.7858094950524089,0.8518973892615915
327,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1.456537004469864,0.4676977982759593,2.1215000453900448,0.6001579296481239
326,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,1.643613710023546,0.5235734203320964,2.701466027777365,0.4908509326318823
325,500028-ATV PROJECTS INDIA LTD.,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,3.4371201508292355,0.5591504054127598,11.813794931236385,-1.2265623959247187
348,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,1250.7497906293504,792.8209277822876,1564375.0387593638,0.9384646824621723
351,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1732.795531288154,1223.609734772711,3002580.353252196,0.8818923014670795
350,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,1940.7605437052725,913.9796476387404,3766551.4880031855,0.8518411914698762
349,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,4983.577725664901,1198.8201221772022,24836046.947743345,0.023064164635479556
353,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,2221.3498205001856,1120.2449957085646,4934395.0250362065,0.8171944856820499
355,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2329.5047383901883,1626.7112111902516,5426592.326182339,0.7989599543311139
354,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,2381.539164373081,1133.287209858719,5671728.791442833,0.7898783349263724
352,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,13615.024306270465,1737.4709704148704,185368886.86033556,-5.8673980354462785
359,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1984.2962520569806,1434.4135053697935,3937431.6159273805,0.8460773120941346
358,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,2286.4483729968024,1061.8794262299384,5227846.162379725,0.7956322263434856
356,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,7204.176819278759,1273.9022364963362,51900163.64343341,-1.0288892531965894
357,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,20690.554972906742,2217.6582083133844,428099065.08687586,-15.735315102771619
343,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2622.066875484421,1619.9994240750284,6875234.699512634,0.48934342819105026
342,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,2633.4291097308906,1622.2523540160735,6934948.875978031,0.4849081706362244
340,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,56774.94381470271,4633.852864987223,3223394245.162649,-238.416911096888
341,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,110852.38394952555,8220.950923688231,12288251027.29303,-911.7071899916502
347,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2687.277724022817,1339.9035883847407,7221461.5660292525,0.6557314374518333
346,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,2693.401861055358,1341.0762583227825,7254413.585136466,0.6541605166420535
345,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,5598.012244952532,1514.8351298878315,31337741.094638478,-0.49396337313610483
344,500028-ATV PROJECTS INDIA LTD.,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,6404.405374374199,1211.6490153669972,41016408.19931312,-0.9553742358876338
