SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
507813,NATI. OXYGEN,X ,Q,34.25,35.50,34.25,35.50,35.50,34.25,3,476,16866.00,
507815,GILLETTE (I),A ,Q,5575.15,5629.90,5560.95,5584.30,5584.30,5612.40,356,829,4635072.00,
507828,ANSALHSG    ,B ,Q,6.39,6.45,6.13,6.19,6.20,6.43,39,19524,121815.00,
507836,MAC CHARLES ,X ,Q,212.75,219.80,212.70,216.00,216.00,213.95,10,1074,232229.00,
507864,PION INVEST ,X ,Q,27.35,28.00,27.35,28.00,28.00,27.65,3,5,139.00,
507872,ASHNOOR TEX.,XT,Q,13.90,13.90,13.90,13.90,13.90,14.55,1,122,1695.00,
507878,UNITECH LTD ,Z ,Q,1.84,1.88,1.78,1.79,1.80,1.84,361,933274,1699084.00,
507880,VIP INDUS.  ,A ,Q,375.20,394.50,371.85,376.35,381.70,375.60,1294,37537,14477147.00,
507886,DHRUV ESTATE,XT,Q,12.35,12.35,12.35,12.35,12.35,12.35,2,114,1407.00,
507910,FIBERWB IN  ,X ,Q,29.40,29.90,28.50,28.95,29.40,28.95,172,36589,1067931.00,
507912,LKP FIN     ,X ,Q,117.05,117.20,116.85,117.10,117.20,117.05,15,660,77240.00,
507944,BAJAJ STEEL ,X ,Q,356.00,375.00,351.55,356.30,359.00,356.20,524,20292,7386253.00,
507946,KIDUJA INDIA,X ,Q,21.60,21.60,21.60,21.60,21.60,21.60,1,3,64.00,
507948,KEY CORP.LTD,XT,Q,15.20,15.20,15.20,15.20,15.20,16.00,2,62,942.00,
507960,GUJ.HOTELS  ,X ,Q,102.00,102.95,96.20,100.95,102.00,100.00,31,1060,106819.00,
507970,PARA. COSMET,X ,Q,17.05,17.15,17.05,17.15,17.15,17.05,3,111,1902.00,
507981,JINDAL HOTL ,X ,Q,26.00,26.00,24.75,25.80,25.95,25.70,41,781,20088.00,
507998,SIMMONDS-MAR,X ,Q,36.15,38.50,36.15,38.50,38.50,37.15,37,4367,162134.00,
508136,BNALTD      ,X ,Q,186.50,186.50,143.00,162.15,163.50,164.00,36,1853,297904.00,
508306,LEDO TEA CO ,XT,Q,51.90,51.90,51.90,51.90,51.90,50.95,1,1,51.00,
508486,HAWKINS COOK,A ,Q,5649.95,5649.95,5550.00,5574.75,5552.00,5595.20,199,862,4822033.00,
508494,WARREN TEA  ,X ,Q,46.00,47.45,45.05,46.30,46.30,47.00,73,5134,236228.00,
508664,BEST E.HOTEL,X ,Q,22.05,22.05,22.05,22.05,22.05,22.05,1,1,22.00,
508807,IST LTD.    ,X ,Q,395.00,410.00,395.00,395.05,395.05,391.60,41,2394,960290.00,
508814,COSMO FILMS ,A ,Q,508.00,508.00,485.00,487.20,488.00,501.25,568,7570,3718850.00,
508869,APOLLO HOSP.,A ,Q,3086.00,3106.30,2889.00,2920.65,2920.65,3104.20,4619,73802,219383451.00,
508875,NITINCAST   ,X ,Q,72.00,72.00,72.00,72.00,72.00,74.00,1,10,720.00,
508905,SMIFS CAPITA,X ,Q,45.00,45.00,44.05,44.05,44.05,44.00,2,103,4540.00,
508906,EVEREST INDS,B ,Q,318.70,327.45,312.00,313.70,313.70,318.95,189,5099,1620031.00,
508918,GREYCELLS   ,X ,Q,23.90,23.90,23.55,23.55,23.55,24.75,6,96,2264.00,
508922,MSR INDIA   ,Z ,Q,10.55,10.55,10.20,10.20,10.20,10.55,18,1658,16999.00,
508933,AYMSYNTEX   ,B ,Q,51.45,52.55,49.15,51.75,51.80,50.50,134,13143,676783.00,
508941,PANASON CAR ,X ,Q,462.10,465.95,446.00,448.45,448.45,460.30,230,8143,3707821.00,
508954,FINKURVE    ,X ,Q,45.35,46.80,43.35,44.00,43.50,45.60,106,81765,3574605.00,
508956,HB LEAS.PUB ,XT,Q,1.05,1.05,0.95,1.00,1.00,1.00,6,650,643.00,
508969,SULABH ENG. ,X ,Q,1.55,1.55,1.41,1.41,1.41,1.48,35,10705,15315.00,
508989,NAVNETEDUL  ,A ,Q,88.20,89.10,86.00,86.65,86.70,87.10,339,25720,2246330.00,
508996,SATPROP LTD ,Z ,Q,1.11,1.11,1.11,1.11,1.11,1.16,16,7351,8159.00,
509009,AUSOM ENT   ,B ,Q,51.65,51.65,49.60,49.90,49.60,50.50,68,4503,228882.00,
509020,RUCHI INFRA.,T ,Q,6.88,6.90,6.61,6.83,6.70,6.83,265,37094,249479.00,
509040,NETLINK SOLU,XT,Q,15.84,15.84,15.84,15.84,15.84,15.88,2,852,13495.00,
509048,LANCOR HOLDS,X ,Q,5.40,5.72,5.40,5.72,5.72,5.45,18,4555,25969.00,
509051,INDIAN INFO.,XT,Q,0.49,0.49,0.49,0.49,0.49,0.50,705,635672,311479.00,
509053,BANAS FIN.  ,X ,Q,4.45,4.45,4.44,4.44,4.44,4.24,7,559,2485.00,
509055,VISAKA IND. ,B ,Q,520.00,534.95,484.30,497.70,503.00,526.85,952,12401,6371223.00,
509069,INFOMEDIA   ,B ,Q,3.49,3.63,3.32,3.59,3.59,3.49,19,9623,34659.00,
509073,HATHWAY BHAW,XT,Q,18.80,18.80,18.00,18.00,18.00,18.60,42,3544,64114.00,
509077,PRESSMN     ,B ,Q,27.50,27.50,24.75,24.90,25.20,26.25,171,17220,449353.00,
509079,GUFIC BIO SC,B ,Q,113.10,114.10,111.70,111.90,111.70,113.50,80,3060,345865.00,
509084,PHOTON CAP  ,XT,Q,29.65,29.65,29.65,29.65,29.65,31.20,1,4,118.00,
509148,GOVIND RUBB.,Z ,Q,3.41,3.41,3.11,3.30,3.30,3.27,22,6222,19451.00,
509152,GRPLTD      ,B ,Q,827.50,827.50,800.00,810.30,810.05,818.00,89,268,216218.00,
509162,INDAG RUBBER,X ,Q,100.00,102.90,98.60,102.15,102.70,101.10,70,4601,465072.00,
509196,M.M.RUBBER  ,X ,Q,53.05,53.05,53.05,53.05,53.05,52.05,10,780,41379.00,
509220,PTL LTD     ,B ,Q,42.20,42.55,41.80,41.85,41.85,42.10,35,1187,49965.00,
509243,TVS SRICHAKR,A ,Q,2010.70,2010.70,1939.90,1953.15,1964.00,1998.85,598,2428,4781733.00,
509438,BENARES HOT ,XT,Q,1309.95,1320.00,1261.00,1283.85,1290.00,1300.00,16,98,127540.00,
509449,BHAGWATI OXY,XT,Q,16.50,16.50,16.50,16.50,16.50,15.75,13,783,12919.00,
509470,BOMOXY-B1   ,X ,Q,10495.00,10600.00,10017.60,10250.30,10137.00,10250.00,62,63,648431.00,
509472,CRAVATEX    ,X ,Q,281.00,281.00,280.00,280.00,280.00,278.50,8,13,3646.00,
509480,BERGE PAINT ,A ,Q,685.00,763.00,685.00,741.30,741.30,758.50,1051,31149,23216138.00,
509486,CAPRIHANS   ,X ,Q,87.00,87.00,85.35,86.10,86.10,86.45,36,2275,196709.00,
509488,GRAPHITE IN.,A ,Q,471.90,505.00,460.00,484.80,487.10,472.20,9863,172262,83675493.00,
509496,ITDCEM      ,A ,Q,73.70,76.50,72.75,74.35,74.35,72.85,1559,202114,15197677.00,
509525,EMPIRE IND. ,X ,Q,583.50,594.90,575.10,584.35,588.00,580.85,59,425,248740.00,
509546,GRAVISS HOSP,X ,Q,19.85,19.85,17.10,19.20,19.20,18.95,10,217,4102.00,
509557,GARFIBRES   ,A ,Q,2500.00,2569.00,2425.00,2460.00,2442.30,2501.20,580,2598,6497140.00,
509563,GARWA.MARINE,X ,Q,2.88,2.88,2.88,2.88,2.88,2.88,4,810,2332.00,
509567,GOA CARBON  ,B ,Q,334.95,349.25,323.95,332.55,332.55,328.10,1173,16884,5711514.00,
509597,HARDCASTLE  ,X ,Q,191.00,191.00,191.00,191.00,191.00,198.85,1,15,2865.00,
509631,HEG LIMITED ,A ,Q,1499.00,1559.90,1446.00,1494.60,1494.60,1503.45,3501,38664,58562137.00,
509635,HIND.COMPOSI,B ,Q,291.85,301.30,290.00,299.20,297.00,290.00,280,7352,2167680.00,
509675,HIL         ,A ,Q,3065.10,3081.00,3018.95,3034.80,3040.00,3102.30,215,642,1957322.00,
509692,IND.CARD    ,B ,Q,135.15,141.15,135.00,135.00,135.00,140.25,5,51,6932.00,
509709,INT.CONVEYOR,X ,Q,50.20,52.05,47.75,49.00,49.00,50.20,160,29822,1480933.00,
509715,JAYSHRE TEA ,B ,Q,66.70,68.35,65.75,66.75,66.75,66.70,273,19006,1275672.00,
509820,HUHTAMAKI   ,A ,Q,346.45,350.30,331.65,336.45,336.45,338.95,570,12028,4102885.00,
509835,PREMIER SYN.,XT,Q,10.99,10.99,10.99,10.99,10.99,11.20,3,43,472.00,
509874,SHALIMAR PAI,B ,Q,94.50,96.55,93.75,94.15,94.15,95.65,588,29780,2821687.00,
509895,HIND MILLS  ,X ,Q,226.00,235.00,226.00,230.00,230.00,225.20,22,305,70285.00,
509930,SUPREM IND  ,A ,Q,1915.00,1980.00,1915.00,1971.05,1969.90,1948.35,710,4244,8353384.00,
509966,VST INDUS.  ,A ,Q,3699.00,3699.00,3614.55,3636.50,3641.80,3640.70,98,205,748794.00,
510245,SWASTI VINAY,XT,Q,7.31,7.31,7.31,7.31,7.31,7.69,205,134302,981747.00,
511012,YAMINI INVES,XT,Q,0.51,0.51,0.51,0.51,0.51,0.52,12,4573,2332.00,
511034,JINDAL DRILL,B ,Q,86.10,88.70,86.10,86.90,86.90,87.55,131,7648,668540.00,
511066,SAKTHI FIN. ,X ,Q,16.00,16.40,14.22,15.39,15.38,15.10,92,29728,465377.00,
511072,DEWAN H.FIN.,B ,Q,18.95,18.95,18.95,18.95,18.95,18.05,165,139037,2634751.00,
511076,SAT IND LTD ,X ,Q,20.15,20.25,19.75,19.75,19.75,19.95,9,3322,67015.00,
511108,SHIVA TEXYAM,B ,Q,136.00,139.90,135.55,135.55,135.55,138.40,21,346,47339.00,
511116,QUADRANT    ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,24,83517,15868.00,
511131,KAMAN HSG   ,X ,Q,4.90,5.84,4.90,5.80,5.84,5.34,10,794,4018.00,
511144,ASYAINFO    ,X ,Q,4.20,4.28,3.88,4.01,4.00,4.08,32,6824,27447.00,
511147,WALL ST.FIN.,X ,Q,14.55,15.24,13.80,14.62,14.62,14.23,42,14393,203872.00,
511153,ANJANIFOODS ,XT,Q,193.65,193.65,175.30,193.65,193.65,184.45,111,4492,865768.00,
511176,PARSHWANA   ,X ,Q,22.20,22.25,22.20,22.25,22.25,21.20,6,1344,29853.00,
511196,CANFIN HOMES,A ,Q,512.00,522.20,507.00,516.20,516.10,511.05,852,36414,18694171.00,
511208,IL & FS INVE,B ,Q,4.19,4.37,4.19,4.26,4.36,4.30,64,50259,217108.00,
511218,SHRIRAM TRAN,A ,Q,1430.00,1445.50,1381.40,1405.35,1405.35,1438.75,5397,114157,161763509.00,
511243,CHOLAFIN    ,A ,Q,522.00,536.00,517.95,529.75,536.00,527.55,4781,259960,137220097.00,
511333,VLS FINANCE ,B ,Q,88.90,89.00,86.40,86.85,86.85,86.80,290,13662,1195467.00,
511355,IND CEM CAP ,XT,Q,4.75,4.98,4.52,4.98,4.98,4.75,105,5585,25875.00,
511367,MEGLON      ,X ,Q,3.53,3.53,3.53,3.53,3.53,3.53,2,200,706.00,
511389,VIDEOCON IND,Z ,Q,6.00,6.10,5.71,5.85,5.85,5.90,248,149683,885240.00,
511391,INTER GLOB F,XT,Q,10.83,10.83,10.83,10.83,10.83,10.62,2,132,1429.00,
511401,MCLTD       ,X ,Q,2.57,2.57,2.57,2.57,2.57,2.57,1,2,5.00,
511413,CREST       ,B ,Q,92.00,92.05,90.00,90.15,90.00,91.80,72,1469,132894.00,
511431,VAKRANGEE   ,A ,Q,56.55,57.80,54.25,54.55,54.55,57.05,1991,305934,17113231.00,
511441,GUJ.CREDIT  ,XT,Q,4.44,4.44,4.44,4.44,4.44,4.23,1,1,4.00,
511451,DHARANI FIN.,X ,Q,5.46,5.73,5.46,5.73,5.73,5.46,2,59,324.00,
511463,ALEXANDER   ,X ,Q,14.85,14.95,14.11,14.73,14.94,14.61,98,15542,226815.00,
511473,IND.BANK MER,B ,Q,18.39,18.70,15.40,15.40,15.40,17.11,831,294557,5021437.00,
511501,BHARAT BHUSH,X ,Q,17.10,18.25,17.05,18.25,18.25,18.35,6,111,1970.00,
511505,CAPITAL TRUS,B ,Q,84.20,84.20,79.50,80.15,80.00,84.30,113,4640,375344.00,
511507,USHAKIRAN FI,XT,Q,3.80,3.80,3.75,3.80,3.80,3.80,5,301,1143.00,
511509,VIVO BIO TEC,X ,Q,53.00,53.50,51.00,52.30,52.30,51.70,42,1588,82204.00,
511523,VEERHEALTH  ,X ,Q,7.91,8.15,7.91,8.15,8.15,8.14,3,205,1622.00,
511525,PAN INDIA C ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,25,1605,786.00,
511533,SAHARA HOUSG,X ,Q,38.60,41.30,37.65,39.60,39.15,39.35,55,3927,159071.00,
511543,GSB FINANCE ,X ,Q,6.82,6.82,6.82,6.82,6.82,6.50,1,201,1370.00,
511549,MORARKA FIN.,X ,Q,32.20,34.95,32.20,34.50,34.50,33.35,82,2965,101356.00,
511551,MONARCH     ,X ,Q,67.50,67.50,64.10,65.50,65.50,65.05,67,111219,7341809.00,
511557,PRO FIN CAP.,X ,Q,28.30,32.80,28.30,30.05,30.05,30.20,35,117168,3521213.00,
511559,TIMES GUARAN,B ,Q,26.20,26.20,25.20,25.60,26.00,26.15,62,745,19095.00,
511571,SOMDATT FIN ,X ,Q,15.20,15.90,14.47,15.38,15.38,15.20,42,9644,148045.00,
511589,AVONMORE    ,X ,Q,18.40,20.50,17.75,18.45,18.45,17.20,206,53050,1015703.00,
511593,LIBORD FIN  ,X ,Q,6.05,6.27,6.05,6.27,6.27,6.15,4,102,639.00,
511601,YASH MANAGE.,X ,Q,14.30,15.95,14.20,14.55,14.80,14.70,25,2830,41101.00,
511605,ARIHANT CAP.,X ,Q,83.00,84.20,78.70,79.70,79.90,83.00,136,10246,824741.00,
511611,DCM FINANCIA,T ,Q,1.48,1.48,1.48,1.48,1.48,1.55,1,200,296.00,
511628,IMCAP       ,X ,Q,51.35,51.40,49.00,50.95,49.00,49.00,5,600,30645.00,
511630,SAMBHAAV MED,B ,Q,2.65,2.66,2.52,2.55,2.64,2.65,23,6069,15503.00,
511654,SUGAL DAM   ,X ,Q,10.08,10.08,10.07,10.07,10.07,9.60,3,133,1339.00,
511658,NETTLINX LTD,X ,Q,66.00,69.50,66.00,69.30,69.00,68.65,36,3868,263305.00,
511672,SCANSTL     ,XT,Q,19.40,19.40,17.95,19.20,19.10,18.85,50,22011,398708.00,
511676,GIC HOUSING ,A ,Q,142.00,145.65,134.05,137.80,137.80,141.80,995,68298,9547982.00,
511688,MATHEW EASOW,X ,Q,7.08,7.08,7.08,7.08,7.08,6.75,6,11006,77922.00,
511700,STD.CAP.MRKT,XT,Q,1.37,1.37,1.37,1.37,1.37,1.37,1,50,68.00,
511710,CUBICAL FIN.,X ,Q,2.95,3.10,2.83,2.85,2.85,2.83,42,8514,25211.00,
511714,NIMBSPROJ   ,XT,Q,19.85,19.85,19.85,19.85,19.85,20.85,1,1,19.00,
511716,ESCORT FINAN,XT,Q,4.14,4.14,3.76,3.77,3.77,3.95,30,27232,104151.00,
511724,BAID LEASING,X ,Q,27.70,29.90,27.70,28.90,29.00,29.45,22,1198,34631.00,
511726,VIPUL LTD   ,B ,Q,23.35,24.40,23.00,23.15,23.15,23.15,97,6416,151714.00,
511736,USHDEV INTNL,XT,Q,0.28,0.28,0.28,0.28,0.28,0.27,9,44200,12376.00,
511742,UGROCAP     ,X ,Q,110.05,116.95,107.50,107.60,111.80,113.25,39,2066,232418.00,
511754,SHALIB.FINAN,X ,Q,76.95,76.95,74.05,74.05,74.05,77.75,2,83,6291.00,
511756,ABIRAMI FIN.,Z ,Q,4.60,4.60,4.60,4.60,4.60,4.60,1,25,115.00,
511758,MANSI FINANC,XT,Q,23.00,23.15,20.95,23.15,23.15,22.05,25,5253,118409.00,
511764,UPASANA FIN.,X ,Q,16.00,16.48,15.20,15.90,15.90,15.70,7,422,6831.00,
511766,MUTHOOT CAP ,B ,Q,396.80,403.95,394.00,397.30,396.65,390.15,84,537,214415.00,
511768,MASTER TRUST,X ,Q,23.60,25.90,23.50,23.55,23.55,24.70,27,17690,452050.00,
512018,CNI RES LTD ,XT,Q,1.68,1.68,1.60,1.61,1.60,1.60,4,534,857.00,
512020,SARASW.COMM.,X ,Q,970.00,982.00,930.00,930.80,930.00,979.20,5,10,9521.00,
512047,ROYAL IND   ,X ,Q,1.00,1.06,0.97,0.97,0.97,1.02,7,1565,1564.00,
512048,LUHARUKA    ,X ,Q,0.50,0.50,0.50,0.50,0.50,0.52,11,26481,13240.00,
512064,VISVEN      ,XT,Q,59.00,59.00,59.00,59.00,59.00,56.20,1,100,5900.00,
512068,DECCANGOLD  ,X ,Q,17.40,17.40,16.00,16.80,16.90,16.80,296,102282,1689087.00,
512070,UPL         ,A ,Q,550.70,565.00,539.80,552.60,552.60,540.85,8736,461250,256643358.00,
512093,CRANES SOFTW,XT,Q,1.45,1.45,1.45,1.45,1.45,1.43,30,24933,36152.00,
512109,AVIVA INDS  ,X ,Q,11.40,11.40,11.40,11.40,11.40,11.52,1,27,307.00,
512131,SIGNET IND  ,B ,Q,33.70,33.80,32.25,32.85,33.00,33.35,119,8188,268550.00,
512161,SECURKLOUD  ,B ,Q,82.50,88.90,80.50,81.40,81.40,84.70,545,41623,3516474.00,
512165,ABANSENT    ,X ,Q,128.40,138.00,125.00,132.40,132.40,128.40,65,2468,328693.00,
512175,VAMA INDS   ,X ,Q,6.95,6.95,6.20,6.74,6.74,6.55,41,14813,93677.00,
512179,SUNTECK REAL,A ,Q,360.60,363.50,344.40,348.60,348.70,359.55,1060,27101,9618186.00,
512215,STEPHANOTIS ,XT,Q,28.00,28.00,28.00,28.00,28.00,28.00,1,50,1400.00,
512217,PRISM MEDI  ,X ,Q,28.70,33.50,27.90,32.85,33.50,30.95,169,82542,2529158.00,
512229,VERITAS     ,XT,Q,52.20,52.20,50.20,52.15,52.15,51.20,53,5435,277640.00,
512237,JAI CORP LTD,A ,Q,91.55,94.50,89.60,90.30,90.30,92.00,756,71004,6552722.00,
512247,ASHIRWAD CAP,XT,Q,3.88,3.88,3.52,3.60,3.57,3.70,141,28580,102625.00,
512257,SVARTCORP   ,X ,Q,3.36,3.49,3.31,3.40,3.40,3.46,45,9353,31719.00,
512267,MEDIA MATRIX,X ,Q,5.05,5.20,4.95,5.04,5.02,5.17,82,50092,252454.00,
512279,NNTL        ,Z ,Q,6.54,6.54,6.54,6.54,6.54,6.67,1,10,65.00,
512296,BHAGYA INL  ,B ,Q,33.70,35.00,32.55,32.85,32.85,33.50,55,4860,162594.00,
512301,CHAMBAL BREW,X ,Q,1.50,1.50,1.50,1.50,1.50,1.50,3,1500,2250.00,
512329,KRL         ,XT,Q,109.00,109.00,103.85,103.85,103.85,103.85,3,30,3167.00,
512344,ARAVALI SEC.,X ,Q,1.32,1.32,1.32,1.32,1.32,1.38,5,1409,1859.00,
512359,SWORDEDGE   ,X ,Q,9.88,9.88,9.88,9.88,9.88,10.40,1,27,266.00,
512379,CRESSANDA SO,XT,Q,0.65,0.65,0.65,0.65,0.65,0.66,27,18415,11969.00,
512381,STARTECK    ,X ,Q,85.30,85.30,81.45,81.50,81.45,81.45,210,49587,4060778.00,
512393,SHARDUL SECU,XT,Q,55.40,59.00,55.40,59.00,59.00,57.30,5,281,15577.00,
512425,NIRAV COMMER,X ,Q,262.40,262.40,260.00,262.40,262.40,249.95,8,107,28012.00,
512437,APOLLO FIN I,X ,Q,307.90,307.90,290.00,300.15,299.00,301.15,106,2519,746146.00,
512441,ENBEE TRADG.,XT,Q,48.75,48.75,48.75,48.75,48.75,51.05,4,103,5021.00,
512453,SHRI JAGDAMB,X ,Q,565.00,565.00,541.90,545.25,549.80,547.05,126,1336,730511.00,
512455,LLOYDS MET E,XT,Q,11.06,11.60,11.00,11.48,11.55,11.29,119,16262,181763.00,
512463,SHREE GLOBAL,XT,Q,1.98,2.07,1.95,2.07,2.07,1.98,43,4648,9573.00,
512477,BETEX INDIA ,X ,Q,33.70,33.70,33.70,33.70,33.70,32.10,8,1235,41619.00,
512493,GARNET INTL ,X ,Q,35.45,35.45,32.30,34.40,34.40,33.90,9,653,21354.00,
512499,SHALIMAR PRO,X ,Q,0.68,0.68,0.68,0.68,0.68,0.69,283,214991,146193.00,
512519,DONEAR IND. ,B ,Q,33.40,35.50,33.05,34.00,34.10,33.35,168,8095,278188.00,
512527,SUPER SAL IN,X ,Q,421.00,437.00,420.10,422.00,422.00,431.65,20,1133,478132.00,
512529,SEQUENT     ,A ,Q,246.50,249.95,243.50,245.90,245.00,246.50,591,26459,6514751.00,
512531,STC INDIA   ,B ,Q,83.90,86.90,80.00,81.45,81.95,85.10,363,11819,996321.00,
512553,ZENITH EXP. ,B ,Q,72.50,72.50,70.00,70.00,70.00,71.50,7,42,3026.00,
512573,AVANTI FEEDS,A ,Q,492.40,505.25,488.30,489.95,490.00,496.55,863,11194,5567158.00,
512587,ZODIAC JRD  ,B ,Q,27.30,28.85,27.30,27.80,27.80,28.00,50,1376,38735.00,
512589,SITA ENTER. ,X ,Q,12.42,12.42,12.42,12.42,12.42,13.07,2,6,74.00,
512597,KEYFINSER   ,B ,Q,62.25,63.90,62.00,63.85,63.90,61.40,14,630,40020.00,
512599,ADANI ENTER ,A ,Q,810.05,830.85,730.00,781.40,781.40,807.75,14437,1157129,920270438.00,
512604,HARIA EXPORT,X ,Q,0.87,0.87,0.87,0.87,0.87,0.91,5,2000,1740.00,
512608,BHANDARI HOS,T ,Q,3.14,3.17,2.88,2.96,2.97,3.02,146,253564,791721.00,
512618,RLF LIMITED.,XT,Q,5.14,5.14,5.14,5.14,5.14,5.24,6,583,2996.00,
512624,REGENTRP    ,XT,Q,2.13,2.13,2.13,2.13,2.13,2.03,5,1198,2551.00,
512626,ORBIT EXPORT,B ,Q,63.75,66.25,63.75,65.50,66.25,63.80,45,1958,127428.00,
512634,SAVERA IND  ,X ,Q,44.75,44.75,40.00,43.30,43.30,42.60,19,1617,68771.00,
513005,VBC FERRO   ,XT,Q,13.41,13.86,13.00,13.00,13.00,13.20,7,772,10335.00,
513010,TATASTLLP   ,A ,Q,696.70,696.70,655.00,668.60,668.60,687.70,531,8724,5892904.00,
513023,NAV BHAR VEN,A ,Q,59.40,61.85,59.35,60.00,60.35,59.10,646,103665,6295969.00,
513043,REMI EDEL   ,X ,Q,19.55,19.55,18.70,19.50,19.50,19.30,8,279,5336.00,
513059,G.S.AUTO INT,XT,Q,4.60,4.60,4.27,4.55,4.55,4.39,10,1560,7111.00,
513063,TRANSFREIGHT,XT,Q,11.37,11.60,11.37,11.37,11.37,11.60,10,1420,16198.00,
513097,SHIV.BIMETAL,X ,Q,81.70,81.70,78.15,79.20,80.00,80.70,130,16784,1340757.00,
513108,GANDHI SP.TU,B ,Q,284.00,284.00,268.00,272.80,273.90,277.55,376,7787,2125856.00,
513117,AMFORGE IND.,XT,Q,2.37,2.37,2.37,2.37,2.37,2.41,1,45,106.00,
513121,ORICON ENT  ,T ,Q,22.60,23.10,22.10,22.35,22.35,22.00,74,34300,780160.00,
513142,BALASORE    ,Z ,Q,8.35,8.76,8.35,8.44,8.41,8.38,110,48349,411475.00,
513149,ACROW INDIA ,X ,Q,112.85,121.45,99.70,119.05,109.50,110.60,23,3341,387169.00,
513173,STL STR INF ,X ,Q,4.45,4.45,4.45,4.45,4.45,4.68,1,199,885.00,
513179,NAT STL AGRO,T ,Q,3.74,3.74,3.74,3.74,3.74,3.93,15,12806,47894.00,
513216,UTTAM GALVA ,T ,Q,7.69,7.69,7.25,7.41,7.45,7.55,77,25099,185755.00,
513228,PENNAR STEEL,B ,Q,21.00,21.50,20.80,20.90,20.90,20.90,250,30847,654299.00,
513250,JYOTI STRUCT,Z ,Q,4.40,4.59,4.21,4.25,4.25,4.42,40,65689,283799.00,
513252,JAY USHIN   ,X ,Q,554.00,554.00,515.00,516.00,547.90,554.00,21,377,197167.00,
513262,ST.STR.WHEEL,B ,Q,666.95,666.95,639.90,646.55,640.95,640.80,309,3503,2301163.00,
513269,MAN IND.(I) ,B ,Q,73.45,74.85,71.30,72.00,72.30,73.65,609,45244,3300343.00,
513295,IMEC        ,X ,Q,1.59,1.59,1.59,1.59,1.59,1.59,3,1130,1796.00,
513305,TERRASCOPE  ,X ,Q,1.71,1.71,1.71,1.71,1.71,1.63,7,4110,7028.00,
513307,SYNTHIKO FOI,XT,Q,23.75,26.00,23.75,26.00,26.00,24.95,2,105,2505.00,
513309,GOLKONDA    ,Z ,Q,6.58,6.58,6.58,6.58,6.58,6.27,4,216,1421.00,
513335,METALFORGE  ,B ,Q,5.95,6.00,5.75,5.94,5.94,6.05,34,21033,122308.00,
513343,GRAND FOUND ,B ,Q,2.10,2.10,2.10,2.10,2.10,2.10,1,150,315.00,
513349,AJMERA      ,B ,Q,129.85,133.60,128.20,128.85,130.00,130.25,337,12587,1650625.00,
513353,COCHIN MIN. ,X ,Q,140.95,140.95,138.00,138.60,139.40,137.45,15,373,51595.00,
513361,ISW LTD     ,XT,Q,0.87,0.87,0.80,0.81,0.80,0.83,128,207308,172714.00,
513369,RAJKUMAR FRG,X ,Q,32.00,36.95,32.00,36.00,36.00,35.00,8,885,31104.00,
513375,CARBORUNDUM ,A ,Q,543.50,571.45,542.00,546.00,547.00,537.65,1611,34685,19291142.00,
513377,MINERAL&METL,A ,Q,30.00,32.20,30.00,30.30,30.30,30.20,1685,612601,19075390.00,
513401,ASHIANA ISP.,X ,Q,13.10,13.10,12.50,12.50,12.50,12.66,5,1416,17703.00,
513403,PM TELELINN ,X ,Q,3.75,3.75,3.75,3.75,3.75,3.72,2,225,843.00,
513430,MAITRI      ,XT,Q,6.49,6.49,6.49,6.49,6.49,6.19,2,10,64.00,
513434,TATA METALIK,A ,Q,752.00,760.75,723.50,736.30,738.10,760.90,1995,141502,106829287.00,
513446,JSWISPL     ,B ,Q,27.45,27.55,26.85,26.90,27.10,27.15,118,20518,554257.00,
513456,KANISHK ST. ,XT,Q,9.93,9.93,9.93,9.93,9.93,10.45,15,2133,21180.00,
513460,MAHALAXMI SM,Z ,Q,4.45,4.45,4.45,4.45,4.45,4.30,3,1135,5050.00,
513472,SIMPLEX CAST,X ,Q,20.50,20.60,19.80,19.80,19.80,21.20,14,1475,30080.00,
513488,SH.STEEL WIR,X ,Q,22.50,22.50,21.00,21.50,21.00,22.15,26,6050,129961.00,
513502,BARODA EXTR.,XT,Q,0.60,0.61,0.57,0.58,0.58,0.59,75,30323,17884.00,
513509,KALYANI FORG,T ,Q,181.65,190.70,177.50,185.40,189.75,181.65,56,1532,287559.00,
513511,PANCH.STEEL ,X ,Q,37.85,37.85,35.35,37.00,37.50,37.60,20,1950,71180.00,
513513,ADITYA ISPAT,X ,Q,4.55,4.77,4.55,4.70,4.70,4.55,6,353,1669.00,
513515,S.R.INDUS.  ,XT,Q,3.49,3.49,3.48,3.48,3.48,3.35,3,826,2874.00,
513517,STEELCAST   ,X ,Q,149.80,149.80,140.05,142.50,142.00,143.00,9,32089,4572692.00,
513519,PITTIENG    ,B ,Q,63.15,63.20,60.90,61.15,61.50,62.25,864,104078,6463634.00,
513528,GLITTEK GRAN,X ,Q,1.75,1.82,1.67,1.67,1.67,1.75,6,1026,1717.00,
513532,PRADEEP MET.,X ,Q,51.85,52.30,50.00,50.75,50.40,53.40,50,3864,199310.00,
